"gender","age","daily_meals","physical_activity","height_cm","weight_kg","bmr","carbs","actual_protein","fats","actual_calories","activity_factor","ideal_calories","ideal_protein","calorie_gap","protein_gap"
"male","24","2","0","170","88.0","1827.5","274.12","109.65","73.1","2193.0","1.2","2193.0","70.4","0.0","39.25"
"female","20","2","1","155","53.0","1237.75","212.74","85.1","56.73","1701.9","1.38","1708.09","42.4","-6.19","42.7"
"male","21","3","0","175","62.0","1613.75","242.06","96.82","64.55","1936.5","1.2","1936.5","49.6","0.0","47.22"
"male","33","3","0","173","52.0","1441.25","216.19","86.48","57.65","1729.5","1.2","1729.5","41.6","0.0","44.88"
"male","22","2","2","170","82.0","1777.5","344.39","137.76","91.84","2755.13","1.55","2755.13","65.6","0.0","72.16"
"male","18","3","2","188","70.0","1790.0","346.81","138.72","92.48","2774.5","1.55","2774.5","56.0","0.0","82.72"
"female","49","3","0","140","72.0","1189.0","178.35","71.34","47.56","1426.8","1.2","1426.8","57.6","0.0","13.74"
"male","21","3","0","175","56.0","1553.75","233.06","93.22","62.15","1864.5","1.2","1864.5","44.8","0.0","48.42"
"female","54","2","0","140","57.0","1014.0","152.1","60.84","40.56","1216.8","1.2","1216.8","45.6","0.0","15.24"
"female","24","2","0","170","55.0","1331.5","199.72","79.89","53.26","1597.8","1.2","1597.8","44.0","0.0","35.89"
"male","26","3","0","157","95.0","1806.25","270.94","108.38","72.25","2167.5","1.2","2167.5","76.0","0.0","32.38"
"male","28","2","1","170","98.0","1907.5","327.85","131.14","87.43","2622.82","1.38","2632.35","78.4","-9.53","52.74"
"female","21","2","1","175","84.0","1667.75","286.64","114.66","76.44","2293.16","1.38","2301.5","67.2","-8.34","47.46"
"male","30","2","0","180","91.0","1890.0","283.5","113.4","75.6","2268.0","1.2","2268.0","72.8","0.0","40.6"
"male","29","4","0","168","102.0","1930.0","289.5","115.8","77.2","2316.0","1.2","2316.0","81.6","0.0","34.2"
"female","41","4","0","145","78.0","1320.25","198.04","79.22","52.81","1584.3","1.2","1584.3","62.4","0.0","16.82"
"male","23","3","2","168","78.0","1720.0","333.25","133.3","88.87","2666.0","1.55","2666.0","62.4","0.0","70.9"
"female","40","3","0","142","78.0","1306.5","195.98","78.39","52.26","1567.8","1.2","1567.8","62.4","0.0","15.99"
"female","42","3","0","152","99.0","1569.0","235.35","94.14","62.76","1882.8","1.2","1882.8","79.2","0.0","14.94"
"male","23","3","4","175","69.0","1673.75","397.52","159.01","106.0","3180.12","1.9","3180.13","55.2","-0.01","103.81"
"female","30","4","0","163","95.0","1657.75","248.66","99.46","66.31","1989.3","1.2","1989.3","76.0","0.0","23.46"
"male","28","4","0","163","94.0","1823.75","273.56","109.42","72.95","2188.5","1.2","2188.5","75.2","0.0","34.22"
"male","23","2","0","163","85.0","1758.75","263.81","105.52","70.35","2110.5","1.2","2110.5","68.0","0.0","37.52"
"male","22","3","0","168","61.0","1555.0","233.25","93.3","62.2","1866.0","1.2","1866.0","48.8","0.0","44.5"
"female","27","2","1","152","64.0","1294.0","222.41","88.96","59.31","1779.24","1.38","1785.72","51.2","-6.48","37.76"
"male","22","4","4","183","68.0","1718.75","408.2","163.28","108.85","3265.62","1.9","3265.63","54.4","-0.01","108.88"
"female","21","2","0","155","47.0","1172.75","175.91","70.36","46.91","1407.3","1.2","1407.3","37.6","0.0","32.76"
"female","20","4","2","178","70.0","1551.5","300.6","120.24","80.16","2404.82","1.55","2404.83","56.0","-0.01","64.24"
"male","26","3","1","173","77.0","1726.25","296.7","118.68","79.12","2373.6","1.38","2382.23","61.6","-8.63","57.08"
"female","25","3","0","152","70.0","1364.0","204.6","81.84","54.56","1636.8","1.2","1636.8","56.0","0.0","25.84"
"male","25","3","0","163","50.0","1398.75","209.81","83.92","55.95","1678.5","1.2","1678.5","40.0","0.0","43.92"
"female","46","3","0","145","103.0","1545.25","231.79","92.72","61.81","1854.3","1.2","1854.3","82.4","0.0","10.32"
"female","22","3","0","163","45.0","1197.75","179.66","71.86","47.91","1437.3","1.2","1437.3","36.0","0.0","35.86"
"male","22","3","0","170","50.0","1457.5","218.62","87.45","58.3","1749.0","1.2","1749.0","40.0","0.0","47.45"
"female","34","2","0","152","78.0","1399.0","209.85","83.94","55.96","1678.8","1.2","1678.8","62.4","0.0","21.54"
"female","23","2","0","147","56.0","1202.75","180.41","72.17","48.11","1443.3","1.2","1443.3","44.8","0.0","27.37"
"male","25","3","0","163","96.0","1858.75","278.81","111.52","74.35","2230.5","1.2","2230.5","76.8","0.0","34.72"
"female","22","3","1","152","55.0","1229.0","211.23","84.49","56.33","1689.87","1.38","1696.02","44.0","-6.15","40.49"
"male","19","3","0","173","80.0","1791.25","268.69","107.48","71.65","2149.5","1.2","2149.5","64.0","0.0","43.48"
"male","22","3","0","183","85.0","1888.75","283.31","113.32","75.55","2266.5","1.2","2266.5","68.0","0.0","45.32"
"male","23","3","0","175","65.0","1633.75","245.06","98.02","65.35","1960.5","1.2","1960.5","52.0","0.0","46.02"
"male","19","3","1","185","100.0","2066.25","355.14","142.06","94.7","2841.1","1.38","2851.42","80.0","-10.32","62.06"
"female","22","4","3","165","65.0","1410.25","304.08","121.63","81.09","2432.68","1.73","2439.73","52.0","-7.05","69.63"
"male","21","4","4","178","64.0","1652.5","392.47","156.99","104.66","3139.75","1.9","3139.75","51.2","0.0","105.79"
"male","23","3","0","163","92.0","1828.75","274.31","109.72","73.15","2194.5","1.2","2194.5","73.6","0.0","36.12"
"male","28","4","0","160","90.0","1765.0","264.75","105.9","70.6","2118.0","1.2","2118.0","72.0","0.0","33.9"
"female","22","3","1","163","56.0","1307.75","224.77","89.91","59.94","1798.16","1.38","1804.7","44.8","-6.54","45.11"
"male","23","3","0","183","90.0","1933.75","290.06","116.02","77.35","2320.5","1.2","2320.5","72.0","0.0","44.02"
"female","25","4","0","140","72.0","1309.0","196.35","78.54","52.36","1570.8","1.2","1570.8","57.6","0.0","20.94"
"female","19","3","1","160","56.0","1304.0","224.12","89.65","59.77","1793.0","1.38","1799.52","44.8","-6.52","44.85"
"female","50","3","0","152","82.0","1359.0","203.85","81.54","54.36","1630.8","1.2","1630.8","65.6","0.0","15.94"
"male","20","3","1","173","64.0","1626.25","279.51","111.8","74.54","2236.09","1.38","2244.23","51.2","-8.14","60.6"
"male","32","3","0","165","50.0","1376.25","206.44","82.58","55.05","1651.5","1.2","1651.5","40.0","0.0","42.58"
"female","35","2","0","165","58.0","1275.25","191.29","76.52","51.01","1530.3","1.2","1530.3","46.4","0.0","30.12"
"female","48","4","0","142","74.0","1226.5","183.98","73.59","49.06","1471.8","1.2","1471.8","59.2","0.0","14.39"
"female","21","3","0","163","60.0","1352.75","202.91","81.17","54.11","1623.3","1.2","1623.3","48.0","0.0","33.17"
"female","25","3","0","142","95.0","1551.5","232.72","93.09","62.06","1861.8","1.2","1861.8","76.0","0.0","17.09"
"female","20","3","1","160","60.0","1339.0","230.14","92.06","61.37","1841.13","1.38","1847.82","48.0","-6.69","44.06"
"male","23","3","0","170","52.0","1472.5","220.88","88.35","58.9","1767.0","1.2","1767.0","41.6","0.0","46.75"
"female","20","2","0","168","65.0","1439.0","215.85","86.34","57.56","1726.8","1.2","1726.8","52.0","0.0","34.34"
"male","24","2","0","165","49.0","1406.25","210.94","84.38","56.25","1687.5","1.2","1687.5","39.2","0.0","45.18"
"male","30","3","1","173","94.0","1876.25","322.48","128.99","86.0","2579.84","1.38","2589.23","75.2","-9.39","53.79"
"female","48","3","0","140","73.0","1204.0","180.6","72.24","48.16","1444.8","1.2","1444.8","58.4","0.0","13.84"
"male","22","2","0","173","65.0","1626.25","243.94","97.58","65.05","1951.5","1.2","1951.5","52.0","0.0","45.58"
"male","23","2","0","173","69.0","1661.25","249.19","99.68","66.45","1993.5","1.2","1993.5","55.2","0.0","44.48"
"male","22","3","0","160","119.0","2085.0","312.75","125.1","83.4","2502.0","1.2","2502.0","95.2","0.0","29.9"
"female","22","3","2","155","56.0","1257.75","243.69","97.48","64.98","1949.52","1.55","1949.51","44.8","0.01","52.68"
"male","19","2","3","183","72.0","1773.75","382.46","152.99","101.99","3059.72","1.73","3068.59","57.6","-8.87","95.39"
"female","25","4","0","160","58.0","1294.0","194.1","77.64","51.76","1552.8","1.2","1552.8","46.4","0.0","31.24"
"male","25","3","0","175","106.0","2033.75","305.06","122.02","81.35","2440.5","1.2","2440.5","84.8","0.0","37.22"
"male","23","3","0","178","64.0","1642.5","246.38","98.55","65.7","1971.0","1.2","1971.0","51.2","0.0","47.35"
"female","27","3","1","135","62.0","1167.75","200.71","80.28","53.52","1605.66","1.38","1611.5","49.6","-5.84","30.68"
"male","26","2","0","168","88.0","1805.0","270.75","108.3","72.2","2166.0","1.2","2166.0","70.4","0.0","37.9"
"female","22","3","4","163","54.0","1287.75","305.84","122.34","81.56","2446.72","1.9","2446.73","43.2","-0.01","79.14"
"female","25","4","0","160","94.0","1654.0","248.1","99.24","66.16","1984.8","1.2","1984.8","75.2","0.0","24.04"
"male","26","3","0","170","109.0","2027.5","304.12","121.65","81.1","2433.0","1.2","2433.0","87.2","0.0","34.45"
"male","26","2","0","173","92.0","1876.25","281.44","112.58","75.05","2251.5","1.2","2251.5","73.6","0.0","38.98"
"female","27","4","0","163","70.0","1422.75","213.41","85.36","56.91","1707.3","1.2","1707.3","56.0","0.0","29.36"
"male","23","3","4","173","72.0","1691.25","401.67","160.67","107.11","3213.37","1.9","3213.38","57.6","-0.01","103.07"
"male","21","4","4","168","68.0","1630.0","387.12","154.85","103.23","3097.0","1.9","3097.0","54.4","0.0","100.45"
"male","42","3","0","168","110.0","1945.0","291.75","116.7","77.8","2334.0","1.2","2334.0","88.0","0.0","28.7"
"male","23","4","0","178","70.0","1702.5","255.38","102.15","68.1","2043.0","1.2","2043.0","56.0","0.0","46.15"
"female","26","4","0","180","72.0","1554.0","233.1","93.24","62.16","1864.8","1.2","1864.8","57.6","0.0","35.64"
"male","21","3","0","168","75.0","1700.0","255.0","102.0","68.0","2040.0","1.2","2040.0","60.0","0.0","42.0"
"male","20","2","0","170","70.0","1667.5","250.12","100.05","66.7","2001.0","1.2","2001.0","56.0","0.0","44.05"
"male","20","3","0","173","50.0","1486.25","222.94","89.18","59.45","1783.5","1.2","1783.5","40.0","0.0","49.18"
"male","27","3","0","173","82.0","1771.25","265.69","106.28","70.85","2125.5","1.2","2125.5","65.6","0.0","40.68"
"male","22","3","0","173","74.0","1716.25","257.44","102.98","68.65","2059.5","1.2","2059.5","59.2","0.0","43.78"
"female","26","3","0","155","86.0","1537.75","230.66","92.26","61.51","1845.3","1.2","1845.3","68.8","0.0","23.46"
"male","24","4","0","168","77.0","1705.0","255.75","102.3","68.2","2046.0","1.2","2046.0","61.6","0.0","40.7"
"male","24","2","4","178","85.0","1847.5","438.78","175.51","117.01","3510.25","1.9","3510.25","68.0","0.0","107.51"
"male","28","3","0","168","50.0","1415.0","212.25","84.9","56.6","1698.0","1.2","1698.0","40.0","0.0","44.9"
"male","28","4","1","183","112.0","2128.75","365.88","146.35","97.57","2927.04","1.38","2937.67","89.6","-10.63","56.75"
"male","62","3","4","165","57.0","1296.25","307.86","123.14","82.1","2462.88","1.9","2462.88","45.6","0.0","77.54"
"male","35","4","0","155","87.0","1668.75","250.31","100.12","66.75","2002.5","1.2","2002.5","69.6","0.0","30.52"
"female","25","3","0","163","48.0","1212.75","181.91","72.76","48.51","1455.3","1.2","1455.3","38.4","0.0","34.36"
"female","21","3","0","157","51.0","1225.25","183.79","73.52","49.01","1470.3","1.2","1470.3","40.8","0.0","32.72"
"female","16","3","2","157","45.0","1190.25","230.61","92.24","61.5","1844.88","1.55","1844.89","36.0","-0.01","56.24"
"female","33","3","0","157","41.0","1065.25","159.79","63.92","42.61","1278.3","1.2","1278.3","32.8","0.0","31.12"
"male","23","2","0","157","45.0","1321.25","198.19","79.28","52.85","1585.5","1.2","1585.5","36.0","0.0","43.28"
"female","20","3","0","157","46.0","1180.25","177.04","70.82","47.21","1416.3","1.2","1416.3","36.8","0.0","34.02"
"female","23","3","1","160","49.0","1214.0","208.66","83.46","55.64","1669.25","1.38","1675.32","39.2","-6.07","44.26"
"male","25","4","0","168","102.0","1950.0","292.5","117.0","78.0","2340.0","1.2","2340.0","81.6","0.0","35.4"
"female","24","2","0","147","46.0","1097.75","164.66","65.86","43.91","1317.3","1.2","1317.3","36.8","0.0","29.06"
"male","24","2","2","173","75.0","1716.25","332.52","133.01","88.67","2660.18","1.55","2660.19","60.0","-0.01","73.01"
"male","23","3","0","173","60.0","1571.25","235.69","94.28","62.85","1885.5","1.2","1885.5","48.0","0.0","46.28"
"female","20","3","0","163","54.0","1297.75","194.66","77.86","51.91","1557.3","1.2","1557.3","43.2","0.0","34.66"
"male","22","3","0","170","76.0","1717.5","257.62","103.05","68.7","2061.0","1.2","2061.0","60.8","0.0","42.25"
"female","19","4","0","168","41.0","1204.0","180.6","72.24","48.16","1444.8","1.2","1444.8","32.8","0.0","39.44"
"female","20","3","2","163","81.0","1567.75","303.75","121.5","81.0","2430.01","1.55","2430.01","64.8","0.0","56.7"
"male","22","3","0","175","60.0","1588.75","238.31","95.32","63.55","1906.5","1.2","1906.5","48.0","0.0","47.32"
"female","21","3","0","155","57.0","1272.75","190.91","76.36","50.91","1527.3","1.2","1527.3","45.6","0.0","30.76"
"male","25","4","3","185","87.0","1906.25","411.04","164.41","109.61","3288.28","1.73","3297.81","69.6","-9.53","94.81"
"female","50","3","0","145","104.0","1535.25","230.29","92.12","61.41","1842.3","1.2","1842.3","83.2","0.0","8.92"
"male","20","3","0","180","75.0","1780.0","267.0","106.8","71.2","2136.0","1.2","2136.0","60.0","0.0","46.8"
"female","46","2","0","157","45.0","1040.25","156.04","62.42","41.61","1248.3","1.2","1248.3","36.0","0.0","26.42"
"female","18","4","0","140","72.0","1344.0","201.6","80.64","53.76","1612.8","1.2","1612.8","57.6","0.0","23.04"
"male","21","2","1","173","68.0","1661.25","285.53","114.21","76.14","2284.22","1.38","2292.52","54.4","-8.3","59.81"
"male","23","3","0","178","72.0","1722.5","258.38","103.35","68.9","2067.0","1.2","2067.0","57.6","0.0","45.75"
"male","23","3","0","180","63.0","1645.0","246.75","98.7","65.8","1974.0","1.2","1974.0","50.4","0.0","48.3"
"male","25","2","0","155","41.0","1258.75","188.81","75.53","50.35","1510.5","1.2","1510.5","32.8","0.0","42.73"
"female","22","2","0","170","82.0","1611.5","241.72","96.69","64.46","1933.8","1.2","1933.8","65.6","0.0","31.09"
"male","42","3","0","155","85.0","1613.75","242.06","96.82","64.55","1936.5","1.2","1936.5","68.0","0.0","28.82"
"male","23","2","4","175","65.0","1633.75","388.02","155.21","103.47","3104.13","1.9","3104.13","52.0","0.0","103.21"
"male","22","3","0","185","75.0","1801.25","270.19","108.08","72.05","2161.5","1.2","2161.5","60.0","0.0","48.08"
"female","27","4","0","152","83.0","1484.0","222.6","89.04","59.36","1780.8","1.2","1780.8","66.4","0.0","22.64"
"male","22","3","0","165","52.0","1446.25","216.94","86.78","57.85","1735.5","1.2","1735.5","41.6","0.0","45.18"
"male","21","3","0","170","85.0","1812.5","271.88","108.75","72.5","2175.0","1.2","2175.0","68.0","0.0","40.75"
"female","20","4","2","165","76.0","1530.25","296.49","118.59","79.06","2371.89","1.55","2371.89","60.8","0.0","57.79"
"female","22","2","0","163","55.0","1297.75","194.66","77.86","51.91","1557.3","1.2","1557.3","44.0","0.0","33.86"
"male","43","4","0","163","94.0","1748.75","262.31","104.92","69.95","2098.5","1.2","2098.5","75.2","0.0","29.72"
"male","25","4","3","178","70.0","1692.5","364.94","145.98","97.32","2919.56","1.73","2928.03","56.0","-8.47","89.98"
"male","25","3","0","173","55.0","1511.25","226.69","90.68","60.45","1813.5","1.2","1813.5","44.0","0.0","46.68"
"female","41","4","0","145","76.0","1300.25","195.04","78.02","52.01","1560.3","1.2","1560.3","60.8","0.0","17.22"
"female","28","2","0","142","53.0","1116.5","167.48","66.99","44.66","1339.8","1.2","1339.8","42.4","0.0","24.59"
"male","29","3","1","170","93.0","1852.5","318.4","127.36","84.91","2547.18","1.38","2556.45","74.4","-9.27","52.96"
"male","23","3","0","157","110.0","1971.25","295.69","118.28","78.85","2365.5","1.2","2365.5","88.0","0.0","30.28"
"female","22","3","0","147","38.0","1027.75","154.16","61.66","41.11","1233.3","1.2","1233.3","30.4","0.0","31.26"
"female","25","4","0","157","88.0","1575.25","236.29","94.52","63.01","1890.3","1.2","1890.3","70.4","0.0","24.12"
"female","25","4","0","160","90.0","1614.0","242.1","96.84","64.56","1936.8","1.2","1936.8","72.0","0.0","24.84"
"male","21","3","0","168","74.0","1690.0","253.5","101.4","67.6","2028.0","1.2","2028.0","59.2","0.0","42.2"
"female","30","3","0","163","46.0","1167.75","175.16","70.06","46.71","1401.3","1.2","1401.3","36.8","0.0","33.26"
"male","20","2","0","160","47.0","1375.0","206.25","82.5","55.0","1650.0","1.2","1650.0","37.6","0.0","44.9"
"male","25","2","0","170","65.0","1592.5","238.88","95.55","63.7","1911.0","1.2","1911.0","52.0","0.0","43.55"
"male","24","2","0","168","88.0","1815.0","272.25","108.9","72.6","2178.0","1.2","2178.0","70.4","0.0","38.5"
"male","24","3","0","157","102.0","1886.25","282.94","113.18","75.45","2263.5","1.2","2263.5","81.6","0.0","31.58"
"female","22","4","0","157","62.0","1330.25","199.54","79.82","53.21","1596.3","1.2","1596.3","49.6","0.0","30.22"
"male","29","3","1","165","93.0","1821.25","313.03","125.21","83.47","2504.22","1.38","2513.33","74.4","-9.11","50.81"
"male","24","3","1","175","71.0","1688.75","290.25","116.1","77.4","2322.03","1.38","2330.48","56.8","-8.45","59.3"
"male","30","3","0","165","86.0","1746.25","261.94","104.78","69.85","2095.5","1.2","2095.5","68.8","0.0","35.98"
"female","19","2","0","145","70.0","1350.25","202.54","81.02","54.01","1620.3","1.2","1620.3","56.0","0.0","25.02"
"male","29","2","0","170","95.0","1872.5","280.88","112.35","74.9","2247.0","1.2","2247.0","76.0","0.0","36.35"
"female","30","3","0","140","85.0","1414.0","212.1","84.84","56.56","1696.8","1.2","1696.8","68.0","0.0","16.84"
"male","22","3","2","175","69.0","1678.75","325.26","130.1","86.74","2602.06","1.55","2602.06","55.2","0.0","74.9"
"male","22","2","0","168","95.0","1895.0","284.25","113.7","75.8","2274.0","1.2","2274.0","76.0","0.0","37.7"
"female","61","4","0","155","61.0","1112.75","166.91","66.76","44.51","1335.3","1.2","1335.3","48.8","0.0","17.96"
"male","34","3","0","160","107.0","1905.0","285.75","114.3","76.2","2286.0","1.2","2286.0","85.6","0.0","28.7"
"female","21","2","0","152","63.0","1314.0","197.1","78.84","52.56","1576.8","1.2","1576.8","50.4","0.0","28.44"
"male","20","4","0","183","81.0","1858.75","278.81","111.52","74.35","2230.5","1.2","2230.5","64.8","0.0","46.72"
"male","23","2","0","165","76.0","1681.25","252.19","100.88","67.25","2017.5","1.2","2017.5","60.8","0.0","40.08"
